,platformType,bannerGroupType,bannerGroupCode,bannerGroupName
,MOBILE_WEB,LOGO,LOGO0001,로고 전용 - 상단로고
,MOBILE_WEB,SLIDE,BANNER01,움직이는 배너 - 메인 상단 배너
,MOBILE_WEB,NORMAL,BANNER02,일반 배너 - 메인 중간 배너1
,MOBILE_WEB,NORMAL,BANNER03,일반 배너 - 메인 중간 배너2
,MOBILE_WEB,NORMAL,BANNER04,일반 배너 - 메인 중간 배너3
,MOBILE_WEB,NORMAL,BANNER05,일반 배너 - 메인 중간 배너4
,MOBILE_WEB,NORMAL,BANNER06,일반 배너 - 메인 중간 배너5
,MOBILE_WEB,NORMAL,BANNER07,일반 배너 - 메인 하단 배너
